"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"lik[36,1,13]",0.896713411415488,0.0650122969342612,0.737618904287983,0.861037368428557,0.90995984562964,0.945529898882027,0.983394118018043,0.999964048952925,30000,0,1
"lik[37,1,13]",0.908701615830865,0.0509066285273186,0.788460331761596,0.879913703518675,0.917676268194535,0.946672658372223,0.980814548729108,1.00012339444093,14585,0,1
"lik[38,1,13]",0.891487913271544,0.0631130635524158,0.741046906688617,0.855258573763221,0.903165441473058,0.93889145469514,0.97947617908966,0.999969219617862,30000,0,1
"lik[39,1,13]",0.844015971866711,0.0552971653709091,0.721961640347613,0.809509213428843,0.849368480585261,0.884411818736351,0.935417861093018,1.00003420232212,30000,0,1
"lik[40,1,13]",0.0387205613535175,0.0221542922502134,0.00829554452381832,0.0222486767824095,0.0344854163169689,0.0506500925501753,0.0929599139291293,1.00000230020238,30000,0,1
"lik[41,1,13]",0.918685039320227,0.075909206427464,0.716445651924258,0.887240258720712,0.942230966441446,0.973256621165335,0.995532861375308,0.999983630830693,30000,0,1
"lik[42,1,13]",0.935574702467066,0.053330874767141,0.796280059688731,0.91260096223007,0.950199072246405,0.974181298932297,0.994206784045416,1.00014346294107,21146,0,1
"lik[43,1,13]",0.910067907638619,0.0711613954691918,0.726105843675449,0.875799337015391,0.929133837329704,0.962823865173947,0.991774968461174,0.999966260624564,30000,0,1
"lik[44,1,13]",0.0215004427417252,0.0220938163279678,0.00108647011076325,0.00644036549365991,0.0143622752608062,0.0287801026644237,0.0814956961902685,1.00012402138872,30000,0,1
"lik[45,1,13]",0.894940387522975,0.0575018245091687,0.759748895916861,0.861254972557079,0.904479521729229,0.938129106422524,0.97797064501386,0.999976557612352,30000,0,1
"lik[46,1,13]",0.87717738467969,0.0589862064351708,0.741749633309688,0.841387840409326,0.885185234972274,0.921222540943494,0.967102144675304,0.999993053486159,30000,0,1
"lik[47,1,13]",0.891671225181228,0.0631758301047871,0.740986777519279,0.855399406487073,0.903384621875792,0.939132798145554,0.979648082939176,0.999968995495958,30000,0,1
"lik[48,1,13]",0.919181077563732,0.0770787209829442,0.712275881098298,0.888037244759817,0.943484113777784,0.974295772079299,0.995857452054803,0.999986387772973,30000,0,1
"lik[49,1,13]",0.928045865382247,0.0684358909453542,0.743780059789887,0.900425317281763,0.949512465007709,0.977054712920745,0.996273276185785,1.00001472926479,30000,0,1
"lik[50,1,13]",0.908861976168929,0.0705078844841019,0.727557635087987,0.874378820895693,0.927213281856817,0.961330193273644,0.991112724091148,0.999964905229897,30000,0,1
"lik[1,2,13]",0.0802720759082434,0.0254213836498938,0.0370318554516652,0.0618093886823791,0.0780133560065891,0.0964263523734682,0.13512922971125,1.00002148959499,30000,0,1
"lik[2,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[3,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[4,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[5,2,13]",0.0709663072457043,0.0300804888059282,0.0235732544732832,0.0487463331291795,0.0673523475497902,0.0894409371732222,0.13918076596182,1.00013553285445,12609,0,1
"lik[6,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[7,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[8,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[9,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[10,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[11,2,13]",0.838256569988003,0.046774209671234,0.736156054934706,0.808834280260909,0.842447161089863,0.871726234059976,0.918172747237452,1.000071165172,19691,0,1
"lik[12,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[13,2,13]",0.749319951936906,0.0627238892059712,0.61533089448556,0.708883839934927,0.754208236183369,0.794324026685647,0.859026793321364,0.999980388677389,30000,0,1
"lik[14,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[15,2,13]",0.73025367035504,0.0726469057502615,0.57517256200735,0.683473666094495,0.735986296330806,0.782265765027197,0.856236637515436,0.999973976943625,30000,0,1
"lik[16,2,13]",0.899252083223706,0.0981419819138815,0.659776525542611,0.840644999680191,0.933885919040991,0.978991209485563,0.998292587573265,1.00034480195355,5669,0,1
"lik[17,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[18,2,13]",0.0514039205306906,0.0219056781335497,0.0171765686458305,0.0351550404637371,0.0485680724540286,0.0646233622590404,0.101768784726382,1.00007142082612,20974,0,1
"lik[19,2,13]",0.0180697563711716,0.0118364078638324,0.00334543664422502,0.00949916571334525,0.0153695914402725,0.0236532421003538,0.0482287581016129,1.00010175176338,19359,0,1
"lik[20,2,13]",0.72031298150752,0.0748764682357155,0.561127140817057,0.671853970508659,0.726024329750548,0.774037095772551,0.850710179932944,0.999968517810843,30000,0,1
"lik[21,2,13]",0.854746987139291,0.0475178879107258,0.75005387511109,0.825445847338689,0.859575083236355,0.888935476199058,0.933398559491343,0.99999951898169,30000,0,1
"lik[22,2,13]",0.804003031387669,0.0487914142799183,0.698714033748803,0.772875590019244,0.80758715654311,0.838782377773275,0.888852360652695,0.999998699659384,30000,0,1
"lik[23,2,13]",0.0699480449049493,0.0201076292445074,0.0350900620493091,0.0555296713895643,0.0683061671090508,0.0827522046254252,0.113345008162358,1.00003084761936,30000,0,1
"lik[24,2,13]",0.730513643220566,0.0703072840624065,0.580712640984887,0.685226311401047,0.735871804257783,0.78077763120868,0.853382256543198,0.999972186406477,30000,0,1
"lik[25,2,13]",0.734522617961887,0.0685934883053082,0.588711886432218,0.690305088554447,0.73977603455311,0.783577780251189,0.854332290264394,0.999973808922598,30000,0,1
"lik[26,2,13]",0.798093558790758,0.0500075695126099,0.689414663182061,0.766538784865079,0.802302980826153,0.833421936132065,0.88528710828959,0.999994657948946,30000,0,1
"lik[27,2,13]",0.87075838478699,0.0495425378478034,0.758965389923197,0.840762753656471,0.876786147839714,0.906738162402826,0.949550702506313,1.00000217211956,30000,0,1
"lik[28,2,13]",0.0111130838018544,0.00729870874850783,0.00209141872744319,0.00584357844260435,0.0094672896315607,0.0145042755872155,0.029706958703461,1.0001014121325,30000,0,1
"lik[29,2,13]",0.830929333769138,0.0456732125588686,0.731926833189217,0.802134719010415,0.834625525278347,0.86358194511347,0.908977437041347,0.99999556748522,30000,0,1
"lik[30,2,13]",0.858888966553777,0.0472429440483756,0.756081980771697,0.829117297043885,0.86299657981864,0.892797209324201,0.939701899877845,1.00015711118112,11635,0,1
"lik[31,2,13]",0.866303809239484,0.0488159556736931,0.757016825421384,0.836618225285477,0.871832442921224,0.901602081963478,0.94503119940121,1.00000075888537,30000,0,1
"lik[32,2,13]",0.819357042958978,0.0472826562373771,0.717196336774504,0.78955994704889,0.822932179497007,0.853102934877677,0.900597169591737,1.00000051047252,30000,0,1
"lik[33,2,13]",0.887114718070592,0.0531961831647244,0.763445989246718,0.856339474990083,0.895399991416927,0.926262244229226,0.966024719274276,1.00000876171712,30000,0,1
"lik[34,2,13]",0.0829979885976703,0.0238179285216163,0.0417763195925929,0.0658385362477034,0.081210237085008,0.0983442398151464,0.133722065073529,0.999983456631826,30000,0,1
"lik[35,2,13]",0.030637591938916,0.0149349084906888,0.0089632256909196,0.0196405817819497,0.0281404060597503,0.0389097026709982,0.0663177376861386,1.00015914494921,14289,0,1
"lik[36,2,13]",0.929278036617867,0.0436300966357342,0.823137699823084,0.905454979854133,0.937769567418647,0.961869437570419,0.987851380799883,1.00045246678267,6319,0,1
"lik[37,2,13]",0.0527851088248207,0.020618577095225,0.017501488725747,0.0382240298663936,0.0509401210373806,0.0654634436079964,0.0977971565295805,1.00009720418059,13935,0,1
"lik[38,2,13]",0.946026033310926,0.0420321673061572,0.839932955974967,0.924349885506598,0.956573409531635,0.978059581524694,0.995535181157294,1.00058707866852,4727,0,1
